time,gFx,gFy,gFz,TgF
0.001222864,0.0664,0.0146,1.0802,1.082
0.005413229,-0.0029,-0.0093,1.0528,1.053
0.008044114,-0.0054,-0.0117,1.0528,1.053
0.010455416,-0.0083,-0.0083,1.0528,1.053
0.012890729,-0.0107,-0.0024,1.0548,1.055
0.016210833,-0.0132,-0.0010,1.0563,1.056
0.020115468,-0.0107,0.0029,1.0445,1.045
0.02262802,-0.0088,0.0015,1.0372,1.037
0.027328593,-0.0020,-0.0010,1.0284,1.028
0.032847812,0.0054,-0.0020,1.0294,1.029
0.037220572,0.0103,-0.0015,1.0348,1.035
0.042336197,0.0039,-0.0010,1.0387,1.039
0.046995937,0.0078,0.0068,1.0314,1.031
0.049436979,0.0146,0.0161,1.0216,1.022
0.052013385,0.0230,0.0230,1.0094,1.010
0.054644427,0.0313,0.0317,0.9996,1.001
0.057587708,0.0371,0.0400,0.9918,0.993
0.06174552,0.0483,0.0562,0.9820,0.985
0.066744218,0.0601,0.0659,0.9972,1.001
0.071394791,0.0840,0.0625,1.0108,1.016
0.074525208,0.0869,0.0669,1.0343,1.040
0.078875156,0.0899,0.0713,1.0768,1.083
0.081949218,0.0899,0.0732,1.0929,1.099
0.085172604,0.0879,0.0742,1.1056,1.112
0.088680104,0.0796,0.0742,1.1407,1.146
0.091307343,0.0801,0.0762,1.1525,1.158
0.096301875,0.0855,0.0742,1.1554,1.161
0.099427968,0.0889,0.0664,1.1525,1.158
0.103354895,0.0913,0.0513,1.1398,1.145
0.105825416,0.1152,0.0493,1.1207,1.128
0.108279114,0.1475,0.0557,1.1007,1.112
0.113387239,0.1714,0.0523,1.0724,1.087
0.116111875,0.1734,0.0625,1.0528,1.069
0.118831614,0.1660,0.0732,1.0411,1.057
0.122932968,0.1367,0.0991,1.0294,1.043
0.125441875,0.1187,0.1128,1.0221,1.035
0.127849322,0.0928,0.1148,1.0084,1.019
0.130278593,0.0664,0.1148,0.9952,1.004
0.134444427,0.0464,0.1235,0.9977,1.006
0.137758854,0.0181,0.1548,1.0055,1.017
0.140269427,0.0142,0.1704,1.0021,1.017
0.143478906,0.0122,0.1870,1.0060,1.023
0.147272708,0.0049,0.1997,1.0465,1.065
0.149856875,0.0015,0.1968,1.0782,1.096
0.15479901,-0.0049,0.1729,1.1603,1.173
0.158108072,0.0029,0.1572,1.1930,1.203
0.162020364,0.0190,0.1187,1.2340,1.240
0.164433958,0.0220,0.1079,1.2487,1.254
0.168720572,0.0156,0.0967,1.2477,1.252
0.171796562,0.0122,0.0811,1.1842,1.187
0.174677812,0.0146,0.0811,1.1280,1.131
0.179185989,0.0146,0.0840,1.0035,1.007
0.184133489,-0.0059,0.1025,0.9078,0.914
0.18663526,-0.0137,0.1216,0.8560,0.865
0.191544427,-0.0127,0.1616,0.7520,0.769
0.196531874,-0.0132,0.1841,0.6558,0.681
0.199159166,0.0010,0.1861,0.6133,0.641
0.201916145,0.0542,0.1670,0.5069,0.536
0.206014947,0.0381,0.1558,0.4869,0.513
0.208551718,0.0015,0.1460,0.5406,0.560
