time,gFx,gFy,gFz,TgF
5.3026E-4,0.0772,0.3023,0.9889,1.037
0.004360833,0.0420,0.3042,0.9405,0.989
0.007212448,0.0327,0.3111,0.9308,0.982
0.013904323,0.0200,0.3164,0.9264,0.979
0.016686614,0.0234,0.3228,0.9361,0.990
0.020553958,0.0288,0.3247,0.9405,0.995
0.024221562,0.0405,0.3267,0.9547,1.010
0.029190312,0.0449,0.3296,0.9772,1.032
0.033908333,0.0449,0.3316,0.9933,1.048
0.037335573,0.0483,0.3330,0.9996,1.055
0.040315156,0.0483,0.3326,1.0021,1.057
0.043680156,0.0527,0.3311,1.0035,1.058
0.046310156,0.0547,0.3301,1.0025,1.057
0.048890208,0.0542,0.3277,1.0021,1.056
0.051487552,0.0537,0.3267,1.0016,1.055
0.054161146,0.0537,0.3286,0.9967,1.051
0.058327239,0.0527,0.3301,0.9840,1.039
0.067387604,0.0581,0.3286,0.9732,1.029
0.071117031,0.0669,0.3350,0.9571,1.016
0.075636146,0.0732,0.3428,0.9430,1.006
0.078240781,0.0757,0.3492,0.9332,0.999
0.08283526,0.0796,0.3545,0.9215,0.991
0.085784583,0.0796,0.3609,0.9171,0.989
0.090441302,0.0835,0.3736,0.9161,0.993
0.097270781,0.0855,0.3785,0.9205,0.999
0.100355521,0.0889,0.3824,0.9259,1.006
0.104862239,0.0957,0.3814,0.9352,1.014
0.107358854,0.0962,0.3775,0.9395,1.017
0.112925833,0.0928,0.3682,0.9586,1.031
0.116887708,0.0889,0.3570,0.9762,1.043
0.120404739,0.0850,0.3487,0.9864,1.050
0.124845416,0.0781,0.3389,1.0025,1.061
0.129289375,0.0708,0.3326,1.0177,1.073
0.131697291,0.0708,0.3272,1.0206,1.074
0.134329114,0.0654,0.3257,1.0196,1.072
0.13758901,0.0645,0.3247,1.0187,1.071
0.14102151,0.0640,0.3233,1.0162,1.068
0.143790677,0.0635,0.3218,1.0035,1.056
0.146874062,0.0659,0.3208,0.9957,1.048
0.15033125,0.0654,0.3218,0.9869,1.040
0.154349479,0.0689,0.3247,0.9713,1.026
0.158719843,0.0689,0.3306,0.9562,1.014
0.164313333,0.0713,0.3345,0.9469,1.007
0.168513125,0.0752,0.3394,0.9425,1.005
0.173415312,0.0825,0.3448,0.9391,1.004
0.178482448,0.0889,0.3433,0.9356,1.001
0.183075573,0.0918,0.3433,0.9337,0.999
0.185563698,0.0913,0.3443,0.9332,0.999
0.188069062,0.0889,0.3428,0.9342,0.999
0.193037864,0.0776,0.3365,0.9352,0.997
0.197733854,0.0674,0.3277,0.9410,0.999
0.200490416,0.0591,0.3243,0.9479,1.004
0.205916458,0.0488,0.3150,0.9581,1.010
0.209888593,0.0474,0.3042,0.9703,1.018
0.213981198,0.0479,0.3042,0.9747,1.022
0.217377239,0.0469,0.3072,0.9850,1.033
0.221118645,0.0474,0.3091,0.9894,1.038
0.224572604,0.0557,0.3164,0.9972,1.048
0.229376041,0.0625,0.3252,0.9977,1.051
0.232152448,0.0625,0.3272,0.9947,1.049
0.234895156,0.0649,0.3272,0.9923,1.047
0.237829583,0.0669,0.3296,0.9884,1.044
