time,gFx,gFy,gFz,TgF
4.84636E-4,-0.0034,0.9806,0.0259,0.981
0.007020573,-0.0366,0.9879,-0.0181,0.989
0.011552188,-0.0435,0.9918,-0.0415,0.994
0.015224427,-0.0464,1.0113,-0.0278,1.013
0.017738958,-0.0459,1.0167,-0.0151,1.018
0.022563073,-0.0493,1.0255,0.0146,1.027
0.025280365,-0.0391,1.0182,0.0142,1.019
0.029746771,-0.0298,1.0216,0.0200,1.022
0.032827344,-0.0386,1.0231,0.0420,1.025
0.037165938,-0.0425,1.0333,0.0962,1.039
0.039664844,-0.0454,1.0362,0.1196,1.044
0.044291302,-0.0332,1.0392,0.1426,1.049
0.049299167,-0.0015,1.0323,0.1426,1.042
0.051913073,0.0063,1.0279,0.1528,1.039
0.057415677,0.0230,1.0226,0.1831,1.039
0.061968802,0.0381,1.0231,0.2031,1.044
0.064926563,0.0435,1.0221,0.2080,1.044
0.068969271,0.0493,1.0304,0.1973,1.050
0.071661667,0.0493,1.0367,0.1851,1.054
0.076340729,0.0454,1.0411,0.1558,1.054
0.081082188,0.0483,1.0724,0.0864,1.077
0.083550781,0.0347,1.0738,0.0781,1.077
0.086123386,0.0156,1.0602,0.0830,1.064
0.091472604,-0.0088,1.0401,0.0908,1.044
0.095800729,-0.0112,1.0401,0.1118,1.046
0.100902136,-0.0020,1.0450,0.1616,1.057
0.106022292,0.0117,1.0548,0.2144,1.076
0.11161474,0.0400,1.0543,0.2183,1.077
0.116203021,0.0713,1.0348,0.1778,1.052
0.120209844,0.1255,1.0050,0.1094,1.019
0.123768125,0.1402,0.9889,0.0708,1.001
0.127286875,0.1465,0.9728,0.0103,0.984
0.131452604,0.1494,0.9698,-0.0117,0.981
0.134892969,0.1338,0.9630,-0.0410,0.973
0.137299271,0.1201,0.9601,-0.0435,0.969
0.139823542,0.1113,0.9586,-0.0371,0.966
0.14460901,0.0952,0.9703,0.0024,0.975
0.148151094,0.0835,0.9767,0.0327,0.981
0.151988021,0.0762,0.9952,0.0859,1.002
0.154365156,0.0728,1.0055,0.0977,1.013
0.158009896,0.0737,1.0060,0.1025,1.014
0.161467396,0.0606,1.0055,0.1255,1.015
0.167014427,0.0444,1.0035,0.1377,1.014
0.17136349,0.0146,1.0040,0.1201,1.011
0.174570573,0.0034,1.0025,0.1284,1.011
0.178980625,-0.0029,0.9908,0.1450,1.001
0.182856563,0.0063,0.9811,0.1367,0.991
0.186463594,0.0230,0.9522,0.0972,0.957
0.189526042,0.0288,0.9312,0.0801,0.935
0.193531042,0.0352,0.8971,0.0376,0.899
0.196089948,0.0347,0.8824,0.0186,0.883
0.198542917,0.0293,0.8658,0.0078,0.866
0.203136354,0.0376,0.8565,-0.0195,0.858
0.205815885,0.0386,0.8512,-0.0200,0.852
0.211503385,0.0366,0.8556,0.0020,0.856
0.215778125,0.0435,0.8814,0.0576,0.884
0.220389427,0.0630,0.8951,0.0381,0.898
0.22309974,0.0635,0.8971,0.0288,0.900
0.227783021,0.0439,0.8936,0.0356,0.895
0.231317031,0.0313,0.8912,0.0483,0.893
0.235178438,0.0244,0.8917,0.0654,0.894
0.237722344,0.0273,0.8946,0.0596,0.897
0.242284427,0.0127,0.8951,0.0190,0.895
0.244947083,-0.0146,0.8912,-0.0010,0.891
0.247887969,-0.0547,0.8878,-0.0142,0.890
0.252247917,-0.1494,0.8917,-0.0210,0.904
0.258245833,-0.2129,0.9220,0.0049,0.946
0.261982344,-0.1978,0.9645,0.0396,0.985
0.265270521,-0.1685,0.9737,0.0439,0.989
0.269345781,-0.0928,0.9591,0.0254,0.964
0.274969844,-0.0273,0.9293,0.0503,0.931
0.279124583,0.0332,0.8893,0.0596,0.892
0.281826875,0.0547,0.8785,0.0620,0.882
0.287003281,0.0659,0.8687,0.0601,0.873
0.291557552,0.0791,0.8736,0.0498,0.879
0.296327604,0.0864,0.8888,0.0537,0.895
0.298758646,0.0894,0.8980,0.0503,0.904
0.303773594,0.0957,0.9244,0.0586,0.931
0.306241615,0.1011,0.9415,0.0820,0.950
0.311361354,0.1123,0.9723,0.1543,0.991
0.316251823,0.1372,0.9894,0.1929,1.017
0.320432917,0.1675,0.9801,0.2129,1.017
0.323130521,0.1846,0.9645,0.2232,1.007
0.325723958,0.1953,0.9430,0.2324,0.991
0.331530938,0.2451,0.8814,0.2232,0.942
0.335585521,0.2368,0.8370,0.1944,0.891
0.340231198,0.1792,0.8170,0.1514,0.850
0.342733229,0.1436,0.8184,0.1226,0.840
0.345298281,0.1152,0.8272,0.0899,0.840
0.347835885,0.0864,0.8360,0.0557,0.842
0.351157917,0.0591,0.8404,0.0293,0.843
0.354966354,0.0176,0.8458,-0.0015,0.846
0.357712187,-0.0039,0.8482,-0.0020,0.848
0.361913281,-0.0322,0.8477,0.0210,0.849
0.365348333,-0.0342,0.8448,0.0566,0.847
0.36947224,0.0947,0.8604,0.2578,0.903
0.372586042,0.1006,0.9015,0.4878,1.030
0.376900677,0.1079,0.9654,0.8204,1.272
0.379456823,0.0786,0.9791,0.8062,1.271
0.382475521,0.0908,0.9493,0.7511,1.214
0.387262135,0.0430,0.9825,0.7701,1.249
0.390108281,0.0181,1.0201,0.8160,1.306
0.394331667,0.0630,1.0597,0.7589,1.305
0.39678224,0.1128,1.0543,0.6680,1.253
0.39931901,0.1250,1.0255,0.5630,1.177
0.40391151,0.0923,0.9596,0.3887,1.039
0.406595365,0.0776,0.9269,0.2935,0.975
0.411679115,0.0786,0.8604,0.4195,0.960
0.4165075,0.0923,0.8468,0.2383,0.884
0.419085365,0.0899,0.8580,0.2368,0.895
0.42382875,0.0713,0.8663,0.2354,0.901
0.428518281,0.0840,0.9332,0.1895,0.956
0.431924323,0.1040,0.9654,0.1748,0.987
0.436156562,0.1856,0.9718,0.1563,1.002
0.440555625,0.2066,0.9772,0.2476,1.029
0.443211562,0.2075,0.9903,0.3037,1.056
0.445690104,0.2188,1.0108,0.3174,1.082
0.448469792,0.2344,1.0489,0.2881,1.113
0.452827135,0.2495,1.0924,0.2505,1.148
0.456127344,0.3081,1.1002,0.1587,1.154
0.460508906,0.3218,1.0655,0.1216,1.120
0.463041094,0.3545,1.0651,0.1187,1.129
0.467956875,0.3824,1.0699,0.1182,1.142
0.471376354,0.3887,1.0826,0.1167,1.156
0.475316146,0.3946,1.0870,0.0806,1.159
0.479729583,0.3804,1.0758,0.0859,1.144
0.482520625,0.3340,1.0655,0.1060,1.122
0.48746599,0.2559,1.0509,0.1065,1.087
0.490138958,0.2505,1.0421,0.0928,1.076
0.49446375,0.2412,1.0040,0.0947,1.037
0.497039375,0.2334,0.9757,0.1045,1.009
0.501780729,0.2183,0.9513,0.1406,0.986
0.506702344,0.2022,0.9918,0.2163,1.035
0.509128125,0.1924,1.0113,0.2281,1.054
0.511721562,0.1812,1.0143,0.2124,1.052
0.516668698,0.1836,0.9859,0.1367,1.012
0.519125104,0.1787,0.9669,0.0762,0.986
0.523722812,0.1646,0.9444,-0.0034,0.959
0.52616776,0.1568,0.9425,-0.0151,0.956
0.531789427,0.0938,0.9400,-0.0020,0.945
0.53430849,0.1470,0.9537,-0.0317,0.965
0.538619635,0.2178,0.9581,-0.0117,0.983
0.541118385,0.2266,0.9532,0.0298,0.980
0.543678333,0.2232,0.9483,0.0513,0.976
0.546359792,0.2251,0.9513,0.0630,0.980
0.549174219,0.2486,0.9557,0.0728,0.990
0.553718854,0.2798,0.9615,0.0835,1.005
0.557965729,0.3501,0.9947,0.1445,1.064
0.562578906,0.3682,1.0274,0.1538,1.102
0.56607599,0.3785,1.0450,0.1455,1.121
0.571340677,0.3965,1.0450,0.1333,1.126
0.575725625,0.4034,1.0035,0.1226,1.088
0.580023594,0.4082,1.0231,0.0825,1.105
0.582536562,0.4082,1.0348,0.0508,1.114
0.584970833,0.4087,1.0333,0.0264,1.112
0.587550364,0.3985,1.0250,0.0029,1.100
0.590288854,0.3775,1.0152,-0.0107,1.083
0.59311875,0.3584,1.0079,-0.0278,1.070
0.597236979,0.3140,0.9742,-0.0698,1.026
0.599860729,0.2769,0.9493,-0.0918,0.993
0.604322604,0.2456,0.9068,-0.1421,0.950
0.607205833,0.2251,0.8961,-0.1670,0.939
0.612035885,0.1948,0.8976,-0.2080,0.942
0.615559271,0.1885,0.8917,-0.2207,0.938
0.619354948,0.1875,0.8643,-0.2393,0.916
0.62178776,0.1934,0.8453,-0.2398,0.900
0.624214062,0.1973,0.8243,-0.2373,0.880
0.629691927,0.1670,0.7989,-0.2207,0.845
0.632423854,0.1377,0.7999,-0.2056,0.837
0.636659531,0.0913,0.8023,-0.1338,0.819
0.639153437,0.0903,0.8326,-0.1206,0.846
0.642276042,0.0942,0.8541,-0.1211,0.868
0.646053542,0.1402,0.8868,-0.1167,0.905
0.64864125,0.1729,0.8902,-0.1221,0.915
0.651756458,0.2041,0.8888,-0.1333,0.922
0.655912292,0.2403,0.8424,-0.1543,0.889
0.658725989,0.2510,0.8184,-0.1646,0.872
0.663093594,0.2754,0.7769,-0.1826,0.844
0.666247187,0.2832,0.7511,-0.1807,0.823
0.671831875,0.3062,0.7159,-0.1895,0.801
0.675795208,0.3404,0.6988,-0.2090,0.805
0.680059219,0.3506,0.6675,-0.2056,0.782
0.682600677,0.3570,0.6553,-0.1978,0.772
0.685070052,0.3560,0.6402,-0.1851,0.756
0.687833177,0.3536,0.6353,-0.1724,0.747
0.691384583,0.3511,0.6392,-0.1636,0.747
0.69515526,0.3203,0.6436,-0.1397,0.732
0.700024219,0.2705,0.6153,-0.0376,0.673
0.702473229,0.2583,0.6119,-0.0337,0.665
0.704943594,0.2500,0.6192,-0.0259,0.668
0.707456458,0.2476,0.6231,-0.0122,0.671
0.71222375,0.2564,0.6168,0.0195,0.668
0.715029531,0.2661,0.6065,0.0278,0.663
0.718089635,0.2774,0.5958,0.0146,0.657
0.721675781,0.2808,0.5748,0.0752,0.644
0.724943698,0.2740,0.5665,0.1035,0.638
0.729291823,0.2437,0.5596,0.1030,0.619
0.732262083,0.2241,0.5572,0.0801,0.606
0.736864479,0.2046,0.5494,-0.0523,0.589
0.741554167,0.1904,0.5420,-0.1826,0.603
0.744233385,0.1841,0.5381,-0.2349,0.615
0.749069635,0.1763,0.5313,-0.3057,0.638
0.752233229,0.1719,0.5274,-0.3238,0.642
0.757542604,0.1519,0.4952,-0.3457,0.623
0.762754635,0.1406,0.4786,-0.3404,0.604
0.768389739,0.1362,0.4312,-0.2725,0.528
0.771768073,0.1421,0.4263,-0.1939,0.489
0.776097239,0.1670,0.4424,-0.1206,0.488
0.780575469,0.2095,0.4673,-0.0889,0.520
0.783195208,0.2300,0.4781,-0.0830,0.537
0.785756042,0.2500,0.4859,-0.0869,0.553
0.792042552,0.2901,0.4961,-0.1177,0.587
0.795642187,0.3116,0.5035,-0.1607,0.613
0.798159427,0.3042,0.5186,-0.1695,0.625
0.804324687,0.2964,0.5181,-0.1748,0.622
0.808381666,0.2989,0.4986,-0.2232,0.623
0.812199114,0.3160,0.5015,-0.2456,0.642
0.815804739,0.3282,0.5074,-0.2564,0.656
0.81925625,0.3702,0.5337,-0.2715,0.704
0.822269271,0.3912,0.5533,-0.2783,0.733
0.827101771,0.4375,0.5958,-0.2969,0.797
0.832050781,0.4820,0.6348,-0.3257,0.861
0.836369062,0.5098,0.6592,-0.3687,0.911
0.841209219,0.5274,0.6690,-0.4185,0.949
0.843800052,0.5401,0.6695,-0.4488,0.970
0.848564166,0.5738,0.6539,-0.5206,1.014
0.851514375,0.5899,0.6422,-0.5547,1.033
0.855835885,0.6236,0.6104,-0.6114,1.065
0.858892916,0.6426,0.5943,-0.6290,1.078
0.86368151,0.6768,0.5645,-0.6334,1.085
0.866489219,0.6890,0.5528,-0.6241,1.082
0.871430364,0.7066,0.5284,-0.5889,1.061
0.8739675,0.7139,0.5269,-0.5601,1.049
0.87781651,0.7154,0.5303,-0.4869,1.015
0.882702552,0.7159,0.5381,-0.3926,0.978
0.887734114,0.7047,0.5494,-0.2876,0.939
0.891327604,0.6934,0.5464,-0.2437,0.916
0.896701354,0.6671,0.5210,-0.1773,0.865
0.900457864,0.6446,0.4708,-0.1553,0.813
0.904926354,0.6407,0.4239,-0.1734,0.788
0.907878385,0.6485,0.4078,-0.2007,0.792
0.911053073,0.6573,0.3995,-0.2344,0.804
0.914886094,0.6768,0.3951,-0.3081,0.842
0.917419166,0.6832,0.3941,-0.3453,0.861
0.921962448,0.6998,0.3990,-0.4156,0.906
0.924558854,0.7056,0.4043,-0.4502,0.930
0.927076979,0.7086,0.4229,-0.4703,0.950
0.929480312,0.7110,0.4478,-0.4849,0.970
0.932105312,0.7315,0.4571,-0.5044,0.999
0.936769583,0.7887,0.4561,-0.5362,1.057
0.939195677,0.8223,0.4541,-0.5499,1.089
0.942035469,0.8502,0.4478,-0.5645,1.114
0.946704114,0.8961,0.4424,-0.5821,1.157
0.95197625,0.9322,0.4512,-0.6002,1.197
0.956542031,0.9708,0.4825,-0.6182,1.248
0.961395833,1.0299,0.5333,-0.6397,1.324
0.963925104,1.0680,0.5679,-0.6446,1.371
0.966384062,1.1070,0.6031,-0.6461,1.417
0.971722135,1.1774,0.6695,-0.6348,1.496
0.976187448,1.2194,0.7130,-0.6143,1.540
0.98073625,1.2032,0.7222,-0.5792,1.518
0.983525052,1.1754,0.7193,-0.5484,1.483
0.988298177,1.0992,0.6920,-0.4878,1.387
0.992395104,1.0577,0.6710,-0.4483,1.330
0.996349479,1.0050,0.6192,-0.3726,1.238
1.000435208,0.9825,0.5601,-0.2925,1.168
1.003093489,0.9840,0.5269,-0.2559,1.145
1.007596875,1.0123,0.4678,-0.1851,1.130
1.011130885,1.0348,0.4463,-0.1524,1.137
1.014959843,1.1066,0.4439,-0.1094,1.197
1.017410416,1.1573,0.4654,-0.1011,1.251
1.019875416,1.2091,0.5010,-0.0972,1.312
1.022349687,1.2623,0.5460,-0.0991,1.379
1.024784739,1.3092,0.5977,-0.1148,1.444
1.027240885,1.3507,0.6573,-0.1343,1.508
1.029955781,1.3810,0.7139,-0.1616,1.563
1.032913854,1.3986,0.7652,-0.1924,1.606
1.036988021,1.4142,0.8321,-0.2666,1.662
1.040217291,1.4132,0.8458,-0.3067,1.675
1.044467968,1.3981,0.8263,-0.3926,1.671
1.046917187,1.3776,0.7901,-0.4415,1.648
1.049702291,1.3502,0.7379,-0.4922,1.616
1.054453177,1.2643,0.6026,-0.5953,1.522
1.058010573,1.2159,0.5352,-0.6431,1.476
1.061704948,1.1075,0.4126,-0.7100,1.379
1.068564843,0.9933,0.3130,-0.7418,1.279
1.071510104,0.9278,0.2154,-0.7862,1.235
1.075121927,0.9034,0.1782,-0.8087,1.226
1.078883229,0.8448,0.1231,-0.8243,1.187
1.083492812,0.8057,0.0820,-0.8360,1.164
1.086011041,0.7867,0.0669,-0.8414,1.154
1.088970625,0.7657,0.0518,-0.8433,1.140
1.091570989,0.7398,0.0474,-0.8414,1.121
1.094207396,0.7183,0.0459,-0.8370,1.104
1.098410052,0.7442,0.0449,-0.8653,1.142
1.103224687,0.7979,0.0816,-0.8961,1.203
1.105627812,0.8292,0.1084,-0.9151,1.240
1.11136875,1.0944,-0.1724,-1.3585,1.753
1.116386093,0.9186,0.2700,-0.9439,1.345
1.120296146,0.8419,0.4073,-0.8399,1.257
1.122949479,0.8604,0.4322,-0.8585,1.290
1.125888646,0.8853,0.4444,-0.8614,1.313
1.131214323,0.9254,0.4361,-0.8443,1.326
1.135124323,0.9645,0.4185,-0.8907,1.378
1.138023073,0.9654,0.4170,-0.9054,1.388
1.142816718,0.9615,0.4327,-0.8604,1.361
1.147648385,0.9903,0.3369,-0.7652,1.296
1.152079323,1.0001,0.2710,-0.7481,1.278
1.155704114,1.0011,0.2510,-0.7647,1.285
1.159490468,0.9625,0.2471,-0.8140,1.285
1.178153958,0.7305,0.1895,-0.8565,1.142
1.182730416,0.6470,0.0596,-0.8858,1.099
1.227410833,0.7471,0.0674,-0.7911,1.090
1.23566052,0.5377,0.0640,-0.9391,1.084
1.240188125,0.5694,0.1421,-0.9010,1.075
1.244729895,0.5992,0.1685,-0.8775,1.076
1.247196354,0.6192,0.1875,-0.8629,1.078
1.249830625,0.6402,0.1997,-0.8473,1.081
1.254693125,0.6636,0.2071,-0.8023,1.062
1.259466666,0.6754,0.2036,-0.7589,1.036
1.262009479,0.6773,0.2036,-0.7398,1.024
1.266716823,0.6568,0.1944,-0.6998,0.979
1.269467083,0.6436,0.1909,-0.6876,0.961
1.271997239,0.6280,0.1890,-0.6802,0.945
1.277151718,0.6065,0.1929,-0.6856,0.935
1.281738437,0.5997,0.2075,-0.7061,0.949
1.286483489,0.5865,0.2080,-0.7393,0.966
1.289017552,0.5860,0.2046,-0.7476,0.972
1.291540156,0.5782,0.1968,-0.7818,0.992
1.2940675,0.5709,0.1924,-0.8204,1.018
1.298609427,0.5645,0.1890,-0.8624,1.048
1.303438802,0.5665,0.1929,-0.8766,1.061
1.308255468,0.5538,0.1997,-0.9395,1.109
1.311514791,0.5479,0.2041,-0.9684,1.131
1.316131718,0.5279,0.2066,-0.9835,1.135
1.320712343,0.4957,0.2056,-1.0470,1.176
