time,gFx,gFy,gFz,TgF
9.60313E-4,0.1089,0.1592,1.1578,1.174
0.007350729,0.1318,0.1729,1.1671,1.187
0.010981406,0.1543,0.1528,1.1363,1.157
0.01371625,0.1616,0.1489,1.1232,1.144
0.018480417,0.1690,0.1465,1.1012,1.124
0.021507761,0.1685,0.1489,1.0987,1.122
0.025591511,0.1690,0.1626,1.0997,1.124
0.028765886,0.1719,0.1714,1.1017,1.128
0.032818386,0.1763,0.1865,1.1031,1.133
0.035377292,0.1821,0.1944,1.0978,1.130
0.037796823,0.1865,0.1968,1.0929,1.126
0.040394844,0.1904,0.2022,1.0880,1.123
0.045528542,0.1988,0.2222,1.0777,1.118
0.050166511,0.2036,0.2349,1.0709,1.115
0.055078959,0.1983,0.2407,1.0548,1.100
0.060205365,0.1841,0.2412,1.0397,1.083
0.065001459,0.1695,0.2378,1.0235,1.064
0.068556771,0.1641,0.2364,1.0182,1.058
0.072219323,0.1509,0.2305,1.0099,1.047
0.076713542,0.1431,0.2305,1.0074,1.043
0.079375729,0.1392,0.2305,1.0069,1.042
0.082251511,0.1367,0.2276,1.0074,1.042
0.087494896,0.1299,0.2178,1.0069,1.038
0.089955886,0.1275,0.2144,1.0060,1.036
0.094058646,0.1245,0.2110,1.0030,1.033
0.096748021,0.1240,0.2090,1.0011,1.030
0.099245521,0.1235,0.2080,0.9986,1.028
0.104375469,0.1245,0.2051,0.9894,1.018
0.10697474,0.1279,0.2090,0.9835,1.014
0.111043021,0.1338,0.2154,0.9688,1.001
0.114007136,0.1309,0.2207,0.9605,0.994
0.116500521,0.1328,0.2281,0.9503,0.986
0.125724688,0.1377,0.2451,0.9273,0.969
0.129132188,0.1406,0.2715,0.8941,0.945
0.133261719,0.1431,0.2906,0.8839,0.941
0.138973854,0.1416,0.2989,0.8863,0.946
0.142979636,0.1358,0.3072,0.9044,0.965
0.145838438,0.1333,0.3076,0.9229,0.982
0.150536511,0.1318,0.3052,0.9513,1.008
0.154834271,0.1235,0.2930,0.9776,1.028
0.157327344,0.1177,0.2852,0.9850,1.032
0.159761563,0.1094,0.2740,0.9894,1.032
0.162644531,0.1030,0.2666,0.9957,1.036
0.167594167,0.0820,0.2481,0.9952,1.029
0.170810261,0.0718,0.2417,0.9967,1.028
0.174812031,0.0547,0.2261,0.9908,1.018
0.177502136,0.0493,0.2217,0.9894,1.015
0.182274115,0.0435,0.2129,0.9855,1.009
0.187716667,0.0376,0.2075,0.9806,1.003
0.191851094,0.0327,0.2046,0.9811,1.003
0.198674896,0.0386,0.2041,0.9845,1.006
0.201781771,0.0454,0.2071,0.9933,1.016
0.204315208,0.0498,0.2066,1.0006,1.023
0.206762083,0.0562,0.2046,1.0045,1.027
0.209462083,0.0610,0.2012,1.0074,1.029
0.211964323,0.0625,0.1988,1.0104,1.032
0.216578125,0.0732,0.1973,1.0265,1.048
0.221340573,0.0938,0.2002,1.0455,1.069
0.223937656,0.1084,0.2012,1.0499,1.074
0.226828854,0.1177,0.2027,1.0538,1.080
0.229491771,0.1284,0.2027,1.0528,1.080
0.233355938,0.1362,0.2041,1.0582,1.086
0.235880104,0.1377,0.2007,1.0621,1.090
0.240626615,0.1338,0.2022,1.0641,1.091
0.244361667,0.1294,0.2056,1.0655,1.093
0.248490729,0.1265,0.2090,1.0651,1.093
0.253408958,0.1182,0.2207,1.0494,1.079
0.258213021,0.1226,0.2261,1.0226,1.054
0.262921563,0.1294,0.2368,1.0089,1.044
0.265411458,0.1338,0.2466,1.0128,1.051
0.268054896,0.1392,0.2564,1.0152,1.056
0.27092724,0.1528,0.2642,1.0191,1.064
0.275466979,0.1831,0.2700,1.0333,1.084
0.28034974,0.2705,0.2657,1.0670,1.132
0.285051771,0.3076,0.2710,1.1378,1.209
0.288071563,0.2842,0.2783,1.1984,1.263
0.292215677,0.2251,0.2896,1.3200,1.370
0.294730938,0.1968,0.2852,1.3639,1.407
0.297836511,0.1568,0.2779,1.4049,1.441
0.301888698,0.1060,0.2305,1.4113,1.434
0.304625729,0.0884,0.1963,1.3883,1.405
0.307154219,0.0776,0.1611,1.3517,1.363
0.309655156,0.0674,0.1275,1.3073,1.315
0.314646927,0.0391,0.0674,1.2096,1.212
0.317813958,0.0244,0.0415,1.1510,1.152
0.321296615,-0.0107,0.0112,1.0353,1.035
0.324091406,-0.0317,0.0083,0.9796,0.980
0.329256458,-0.0737,0.0249,0.8800,0.883
0.333698958,-0.1079,0.0562,0.7911,0.800
0.336165365,-0.1187,0.0781,0.7545,0.768
0.338696406,-0.1231,0.1045,0.7222,0.740
0.344290469,-0.1045,0.1611,0.6842,0.711
0.348741302,-0.0952,0.2158,0.7076,0.746
0.354036354,-0.0806,0.2520,0.7242,0.771
0.356487552,-0.0483,0.3169,0.7471,0.813
0.360724219,-0.0151,0.3677,0.7545,0.839
0.363513542,0.0010,0.3941,0.7501,0.847
0.366074792,0.0176,0.4117,0.7428,0.849
