time,gFx,gFy,gFz,TgF
6.00781E-4,-0.0313,-0.1514,1.1251,1.136
0.006322031,-0.0747,-0.1323,1.0406,1.052
0.008735781,-0.0947,-0.1182,0.9962,1.008
0.013966042,-0.0923,-0.1109,0.9903,1.001
0.016415052,-0.0918,-0.0962,1.0182,1.027
0.021653906,-0.0825,-0.0811,1.0353,1.042
0.026157396,-0.0772,-0.0747,1.0538,1.059
0.029773021,-0.0752,-0.0728,1.0592,1.064
0.038047135,-0.0772,-0.0698,1.0694,1.074
0.042864114,-0.0591,-0.0640,1.0704,1.074
0.04612151,-0.0606,-0.0625,1.0670,1.071
0.050069114,-0.0630,-0.0581,1.0631,1.067
0.052484323,-0.0684,-0.0576,1.0572,1.061
0.055014687,-0.0708,-0.0498,1.0694,1.073
0.059732448,-0.0713,-0.0327,1.0812,1.084
0.062858385,-0.0654,-0.0264,1.0836,1.086
0.067549531,-0.0566,-0.0107,1.1017,1.103
0.070558177,-0.0523,-0.0024,1.1163,1.118
0.074656771,-0.0376,0.0039,1.1285,1.129
0.077417604,-0.0317,0.0039,1.1334,1.134
0.082071458,-0.0186,0.0088,1.1564,1.157
0.084522552,-0.0127,0.0073,1.1613,1.161
0.087225469,-0.0073,0.0024,1.1583,1.158
0.091859479,-0.0044,-0.0112,1.1544,1.154
0.096825417,-0.0039,-0.0249,1.1476,1.148
0.099299062,-0.0049,-0.0327,1.1349,1.135
0.104429375,-0.0068,-0.0444,1.1007,1.102
0.106953385,-0.0132,-0.0464,1.0973,1.098
0.112275833,-0.0259,-0.0396,1.0909,1.092
0.116657031,-0.0337,-0.0352,1.0777,1.079
0.121188333,-0.0430,-0.0220,1.0851,1.086
0.123768646,-0.0474,-0.0186,1.0841,1.085
0.126231562,-0.0542,-0.0171,1.0817,1.083
0.128984687,-0.0625,-0.0161,1.0797,1.082
0.133388333,-0.0713,-0.0093,1.0768,1.079
0.135893229,-0.0767,-0.0020,1.0675,1.070
0.140685521,-0.0869,-0.0020,1.0333,1.037
0.143425521,-0.0879,-0.0122,1.0069,1.011
0.145965833,-0.0762,0.0029,1.0001,1.003
0.150534896,-0.0254,0.0620,0.9952,0.997
0.153177396,-0.0293,0.0679,0.9991,1.002
0.157940364,-0.0405,0.0786,1.0274,1.031
0.160376667,-0.0425,0.0806,1.0401,1.044
0.163287552,-0.0444,0.0816,1.0421,1.046
0.167808073,-0.0693,0.0781,1.0528,1.058
0.170616979,-0.0791,0.0825,1.0631,1.069
0.17494,-0.1011,0.0728,1.0792,1.086
0.177455573,-0.1128,0.0654,1.0856,1.093
0.180472031,-0.1235,0.0610,1.0973,1.106
0.184922969,-0.1348,0.0479,1.1163,1.125
0.187536198,-0.1358,0.0425,1.1202,1.129
0.192134114,-0.1279,0.0308,1.0870,1.095
0.196335416,-0.1250,0.0322,1.0572,1.065
0.199324687,-0.1314,0.0230,0.9610,0.970
0.202090781,-0.1343,0.0259,0.9127,0.923
0.20456,-0.1328,0.0313,0.8668,0.877
0.209364062,-0.1226,0.0645,0.7950,0.807
0.212498541,-0.1167,0.0845,0.7725,0.786
0.216629166,-0.1143,0.1231,0.7359,0.755
0.221921458,-0.1348,0.1597,0.7364,0.765
0.226258333,-0.1494,0.1934,0.7452,0.784
0.228753385,-0.1538,0.2149,0.7511,0.796
0.231361614,-0.1621,0.2525,0.7984,0.853
0.236110937,-0.1548,0.3072,0.9200,0.982
0.240982656,-0.1465,0.3272,1.0538,1.113
0.243523281,-0.1128,0.3374,1.2877,1.336
0.248612969,-0.0796,0.3257,1.1730,1.220
0.254303854,0.0156,0.2608,0.8863,0.924
0.258325521,0.0586,0.2036,0.8907,0.916
0.263692604,0.0523,0.1416,0.9503,0.962
0.268071666,0.0430,0.1275,0.9674,0.977
0.271431875,0.0498,0.1196,0.9454,0.954
