time,gFx,gFy,gFz,TgF
4.28281E-4,0.0615,-0.0376,1.2355,1.238
0.004748541,0.0654,-0.0386,1.1827,1.185
0.008080052,0.0635,-0.0352,1.1564,1.159
0.012148489,0.0332,-0.0483,1.1871,1.189
0.015650312,0.0249,-0.0410,1.1754,1.176
0.01961776,0.0093,-0.0703,1.0895,1.092
0.024556875,-0.0122,-0.1025,1.0309,1.036
0.029258698,-0.0264,-0.1250,1.0187,1.027
0.031868698,-0.0347,-0.1265,1.0255,1.034
0.034833854,-0.0342,-0.1270,1.0260,1.034
0.040797604,-0.0288,-0.1265,1.0182,1.026
0.043995573,-0.0439,-0.1182,1.0265,1.034
0.046513489,-0.0513,-0.1118,1.0250,1.032
0.048964948,-0.0581,-0.1084,1.0231,1.030
0.051612187,-0.0645,-0.1060,1.0206,1.028
0.057390573,-0.0781,-0.0957,1.0279,1.035
0.061095729,-0.0889,-0.0820,1.0279,1.035
0.066130468,-0.0982,-0.0669,1.0074,1.014
0.068595729,-0.1035,-0.0576,1.0069,1.014
0.071091041,-0.1084,-0.0513,1.0089,1.016
0.074021302,-0.1138,-0.0454,1.0211,1.028
0.078477552,-0.1138,-0.0244,1.0621,1.068
0.083307343,-0.1030,0.0039,1.0865,1.091
0.085748802,-0.0938,0.0210,1.0900,1.094
0.088161198,-0.0835,0.0347,1.0900,1.094
0.090869166,-0.0757,0.0454,1.0856,1.089
0.093709791,-0.0703,0.0469,1.0724,1.076
0.100878489,-0.0708,0.0376,1.0494,1.052
0.104991406,-0.0278,0.0308,1.0455,1.046
0.107625156,-0.0142,0.0425,1.0660,1.067
0.110272343,-0.0107,0.0571,1.1056,1.107
0.112673541,-0.0132,0.0689,1.1456,1.148
0.115842083,-0.0093,0.0811,1.1798,1.183
0.120021823,0.0083,0.0864,1.2115,1.215
0.124774323,0.0488,0.0659,1.1827,1.186
0.129562083,0.1099,0.0610,1.1168,1.124
0.132659375,0.1441,0.0576,1.0738,1.085
0.13544526,0.1729,0.0537,1.0314,1.047
0.141007187,0.2119,0.0571,0.9493,0.974
0.144235468,0.2227,0.0654,0.8404,0.872
0.146773646,0.2237,0.0835,0.7760,0.812
0.149297187,0.2193,0.0967,0.7071,0.747
0.151789271,0.2139,0.1123,0.6431,0.687
0.154290677,0.2105,0.1377,0.5914,0.643
0.157609271,0.2017,0.1636,0.5479,0.606
0.161509271,0.1851,0.2085,0.4463,0.526
0.16638125,0.1611,0.2471,0.4366,0.527
0.168920364,0.1465,0.2681,0.4556,0.549
0.174413958,0.1006,0.2871,0.5435,0.623
0.178789218,0.0439,0.3042,0.6563,0.725
0.183162708,-0.0327,0.3047,0.8175,0.873
0.185899531,-0.0991,0.2969,1.0089,1.056
0.1911525,-0.2564,0.3155,1.6105,1.661
0.193693437,-0.2769,0.3155,1.6193,1.673
0.20102375,-0.1568,0.2559,1.1432,1.182
0.215614323,0.0234,0.2163,0.9737,0.998
0.220203437,0.0723,0.1172,0.9122,0.923
0.224690677,0.0825,0.0816,0.9278,0.935
0.227548593,0.0923,0.0645,0.9171,0.924
0.232639062,0.1270,0.0352,0.8687,0.879
0.235081354,0.1455,0.0249,0.8375,0.850
0.239961302,0.1729,0.0210,0.7725,0.792
0.242588645,0.1719,0.0313,0.7623,0.782
0.247098593,0.1616,0.0659,0.8140,0.833
0.25222802,0.1499,0.1094,0.8692,0.889
0.254993698,0.1397,0.1426,0.8770,0.899
0.257645468,0.1055,0.1807,0.8741,0.899
0.261543645,-0.0015,0.2935,0.7413,0.797
0.266444218,-0.1988,0.3721,0.6959,0.814
0.269395625,-0.2910,0.3936,0.7403,0.888
0.274506823,-0.3653,0.4248,0.8253,0.997
0.278777031,-0.2915,0.4141,0.9210,1.051
0.281294583,-0.2193,0.3775,0.9732,1.067
0.28385375,-0.1299,0.3233,1.0284,1.086
0.288557916,0.0713,0.1944,1.1080,1.127
0.291213698,0.1485,0.1367,1.1271,1.145
0.29375026,0.1963,0.0728,1.1237,1.143
0.300575416,0.2061,0.0352,1.1188,1.138
0.303024895,0.1489,0.0537,1.0533,1.065
0.305921927,0.1338,0.0566,0.9957,1.006
0.311685989,0.1402,0.0816,0.9195,0.934
0.316122708,0.1133,0.1143,0.8639,0.879
0.32013302,0.1362,0.1221,0.8385,0.858
0.322621145,0.1402,0.1558,0.8570,0.882
0.325086458,0.1343,0.2022,0.8927,0.925
0.327550416,0.1333,0.2544,0.9376,0.981
0.330226406,0.1485,0.2930,0.9703,1.024
0.332830156,0.1714,0.3169,0.9723,1.037
0.335555312,0.1821,0.3316,0.9576,1.030
0.341054895,0.1743,0.3355,0.9117,0.987
0.344524531,0.1997,0.3330,0.9049,0.985
0.347005833,0.2534,0.3247,0.9146,1.003
0.349667448,0.3326,0.3169,0.9308,1.038
0.354964687,0.3936,0.2432,0.9073,1.018
0.357847135,0.3306,0.2085,0.8971,0.979
0.36205427,0.3492,0.1929,0.8795,0.966
0.364547031,0.3379,0.2051,0.8878,0.972
0.367043281,0.2910,0.2295,1.0035,1.070
0.371660989,0.2417,0.2783,0.9376,1.007
0.37447177,0.1944,0.3169,0.8585,0.936
0.379016875,0.1441,0.3633,0.7222,0.821
0.384476979,0.1436,0.3662,0.6729,0.779
0.388790885,0.2310,0.3106,0.7467,0.841
0.391221093,0.2769,0.2847,0.8297,0.920
0.393726041,0.3072,0.2505,0.9356,1.016
0.396234427,0.3150,0.2183,1.0597,1.127
0.400571354,0.3140,0.1890,1.1759,1.232
0.403627604,0.3326,0.1455,1.2882,1.338
0.406111458,0.3389,0.1338,1.2809,1.332
0.408557864,0.3555,0.1275,1.2457,1.302
0.411046145,0.2754,0.1382,1.1901,1.229
0.416514531,0.2388,0.1763,1.0797,1.120
0.420899166,0.2486,0.2017,0.9903,1.041
0.425195104,0.2417,0.2490,0.9229,0.986
0.427623073,0.2451,0.2715,0.8868,0.959
0.430368645,0.2417,0.2788,0.8448,0.922
0.432844479,0.2403,0.2793,0.8092,0.889
0.435327916,0.2427,0.2837,0.7857,0.870
0.440912604,0.2427,0.3189,0.7833,0.880
0.445130573,0.2598,0.3404,0.7867,0.896
0.447760677,0.2593,0.3252,0.7691,0.874
0.452590989,0.2671,0.3076,0.7232,0.830
0.455205677,0.2803,0.3096,0.7008,0.816
