time,gFx,gFy,gFz,TgF
0.021116667,-0.0425,0.3496,0.9405,1.004
0.025394063,-0.0620,0.3677,0.9176,0.990
0.029237552,-0.0625,0.3589,0.9259,0.995
0.0323575,-0.0586,0.3516,0.9317,0.998
0.036918594,-0.0503,0.3453,0.9410,1.004
0.039784688,-0.0459,0.3409,0.9469,1.007
0.043722448,-0.0415,0.3306,0.9596,1.016
0.048827761,-0.0337,0.3277,0.9728,1.027
0.054024636,-0.0259,0.3301,0.9806,1.035
0.057481771,-0.0259,0.3321,0.9815,1.037
0.061129115,-0.0234,0.3360,0.9845,1.040
0.063551563,-0.0200,0.3428,0.9835,1.042
0.066044896,-0.0200,0.3467,0.9811,1.041
0.068670104,-0.0171,0.3511,0.9772,1.038
0.075913125,-0.0186,0.3560,0.9679,1.031
0.079023021,-0.0151,0.3648,0.9562,1.023
0.081872813,-0.0151,0.3697,0.9557,1.025
0.085988021,-0.0112,0.3755,0.9552,1.026
0.09057875,-0.0039,0.3843,0.9645,1.038
0.093108281,-0.0029,0.3882,0.9713,1.046
0.098212552,-0.0020,0.3965,0.9918,1.068
0.102687813,-0.0015,0.3985,1.0094,1.085
0.105162709,0.0000,0.3985,1.0162,1.092
0.10765875,-0.0029,0.3970,1.0201,1.095
0.110136563,-0.0029,0.3931,1.0255,1.098
0.115133906,-0.0044,0.3829,1.0226,1.092
0.117696979,-0.0029,0.3775,1.0162,1.084
0.122648177,-0.0073,0.3716,1.0035,1.070
0.125161094,-0.0117,0.3687,0.9942,1.060
0.129413021,-0.0166,0.3662,0.9781,1.045
0.131915052,-0.0190,0.3672,0.9703,1.038
0.134620261,-0.0210,0.3662,0.9625,1.030
0.137250156,-0.0249,0.3648,0.9542,1.022
0.140027188,-0.0254,0.3638,0.9464,1.014
0.142426823,-0.0254,0.3628,0.9361,1.004
0.14687349,-0.0200,0.3628,0.9190,0.988
0.149451875,-0.0195,0.3653,0.9117,0.982
0.154052344,-0.0225,0.3706,0.9005,0.974
0.158151302,-0.0230,0.3750,0.8946,0.970
0.161531406,-0.0220,0.3780,0.8907,0.968
0.166271875,-0.0210,0.3838,0.8932,0.972
0.168968386,-0.0215,0.3863,0.8966,0.976
0.173710261,-0.0161,0.3921,0.9024,0.984
0.176187969,-0.0132,0.3955,0.9068,0.989
0.178776667,-0.0137,0.3965,0.9102,0.993
0.181974948,-0.0132,0.3995,0.9151,0.999
0.186286563,-0.0107,0.4034,0.9269,1.011
0.190888594,-0.0078,0.4038,0.9395,1.023
0.195629323,-0.0063,0.4038,0.9488,1.031
0.198508906,-0.0059,0.3999,0.9537,1.034
0.201585886,-0.0049,0.3960,0.9571,1.036
0.205504375,-0.0063,0.3921,0.9605,1.038
0.210134323,-0.0068,0.3877,0.9601,1.035
0.216023958,-0.0112,0.3829,0.9547,1.029
0.2191375,-0.0112,0.3829,0.9527,1.027
0.223523438,-0.0161,0.3760,0.9425,1.015
0.2274775,-0.0181,0.3750,0.9332,1.006
0.229953906,-0.0181,0.3770,0.9264,1.000
0.234650156,-0.0137,0.3789,0.9146,0.990
0.237173802,-0.0103,0.3785,0.9117,0.987
0.240063073,-0.0059,0.3804,0.9102,0.987
0.244123698,-0.0044,0.3887,0.9166,0.996
0.249303594,-0.0024,0.3965,0.9308,1.012
0.251805729,-0.0010,0.4024,0.9420,1.024
0.257615625,0.0029,0.3995,0.9630,1.043
0.261711198,0.0029,0.3921,0.9815,1.057
0.265368698,0.0039,0.3863,0.9889,1.062
0.269222708,0.0093,0.3745,0.9957,1.064
0.273955729,0.0117,0.3648,0.9977,1.062
0.276727136,0.0107,0.3619,0.9952,1.059
0.279209011,0.0103,0.3609,0.9879,1.052
0.282040729,0.0088,0.3579,0.9815,1.045
0.286161927,0.0063,0.3516,0.9688,1.031
0.290689115,0.0015,0.3555,0.9566,1.021
0.293193177,0.0010,0.3584,0.9518,1.017
0.295948333,-0.0024,0.3648,0.9493,1.017
0.298760938,-0.0039,0.3692,0.9454,1.015
0.301315208,-0.0039,0.3741,0.9435,1.015
0.306930261,-0.0054,0.3843,0.9410,1.016
0.310471667,-0.0054,0.3892,0.9479,1.025
0.313135261,-0.0044,0.3897,0.9493,1.026
0.317952031,-0.0063,0.3892,0.9542,1.031
0.323522136,-0.0166,0.3843,0.9547,1.029
0.328253333,-0.0176,0.3814,0.9562,1.030
0.332633073,-0.0278,0.3697,0.9596,1.029
0.337480104,-0.0288,0.3648,0.9640,1.031
0.340325833,-0.0278,0.3638,0.9640,1.031
0.344844792,-0.0230,0.3575,0.9654,1.030
0.349689896,-0.0171,0.3555,0.9615,1.025
0.352219479,-0.0156,0.3540,0.9562,1.020
0.357941667,-0.0059,0.3555,0.9493,1.014
0.362043021,-0.0029,0.3589,0.9425,1.009
0.366461979,-0.0015,0.3628,0.9352,1.003
0.369031094,-0.0005,0.3677,0.9322,1.002
0.371694896,0.0010,0.3721,0.9303,1.002
0.376734063,0.0000,0.3770,0.9220,0.996
0.381927865,-0.0024,0.3838,0.9122,0.990
0.385064323,-0.0010,0.3882,0.9078,0.987
0.388837813,-0.0005,0.3946,0.8980,0.981
0.393907917,0.0029,0.4014,0.8941,0.980
0.398695677,0.0039,0.4087,0.8966,0.985
0.401270885,0.0049,0.4122,0.8976,0.988
0.405660313,0.0015,0.4131,0.9073,0.997
0.408304583,-0.0010,0.4122,0.9127,1.001
0.411986042,-0.0020,0.4078,0.9176,1.004
0.415604792,-0.0010,0.3990,0.9264,1.009
0.41808599,0.0029,0.3926,0.9332,1.012
0.420742604,0.0059,0.3892,0.9400,1.017
0.423802083,0.0063,0.3868,0.9469,1.023
0.427786667,0.0151,0.3785,0.9601,1.032
0.430400104,0.0142,0.3745,0.9659,1.036
0.432909896,0.0176,0.3706,0.9703,1.039
0.435407135,0.0137,0.3667,0.9723,1.039
0.440407031,0.0039,0.3570,0.9693,1.033
0.444735417,-0.0088,0.3516,0.9601,1.022
0.44753875,-0.0142,0.3496,0.9518,1.014
0.452413802,-0.0332,0.3536,0.9381,1.003
0.455078438,-0.0425,0.3555,0.9278,0.995
0.459441615,-0.0498,0.3599,0.9181,0.987
0.462350417,-0.0591,0.3692,0.8971,0.972
0.466376354,-0.0601,0.3765,0.8853,0.964
0.469911198,-0.0615,0.3824,0.8629,0.946
0.474394219,-0.0708,0.3789,0.8556,0.938
0.477213958,-0.0742,0.3780,0.8541,0.937
0.482698438,-0.0693,0.3726,0.8487,0.929
0.486378438,-0.0645,0.3687,0.8453,0.924
0.489162135,-0.0620,0.3653,0.8429,0.921
0.491655677,-0.0596,0.3653,0.8404,0.918
0.49656099,-0.0606,0.3648,0.8385,0.916
0.499236146,-0.0601,0.3638,0.8385,0.916
0.503950365,-0.0615,0.3662,0.8443,0.922
0.506420677,-0.0615,0.3662,0.8487,0.926
0.5092325,-0.0606,0.3692,0.8551,0.933
0.513575885,-0.0649,0.3775,0.8702,0.951
0.51607651,-0.0654,0.3809,0.8785,0.960
